Date,Time,Vehicles,Driver Age,Condition_Code,MorF
2015-06-27,10,2,25,0,0
2015-06-27,10,2,52,0,0
2015-06-27,13,2,32,0,1
2015-06-28,2,2,20,0,1
2015-06-28,13,2,20,0,0
2015-06-29,19,1,45,0,0
2015-06-30,12,3,27,0,0
2015-07-02,14,2,24,0,0
2015-07-02,16,2,26,0,1
2015-07-02,23,1,36,0,0
2015-07-04,13,2,45,0,0
2015-07-04,14,2,38,0,0
2015-07-05,13,2,64,3,0
2015-07-06,18,1,22,3,0
2015-07-06,18,1,27,3,0
2015-07-07,21,1,40,0,1
2015-07-08,6,1,19,3,1
2015-07-08,8,1,73,0,0
2015-07-08,14,2,16,3,0
2015-07-08,15,2,23,3,0
2015-07-08,15,2,29,3,0
2015-07-08,15,2,40,3,0
2015-07-08,17,1,25,3,0
2015-07-08,22,1,35,0,0
2015-07-09,14,2,26,0,0
2015-07-09,16,2,46,3,1
2015-07-09,23,1,57,3,0
2015-07-10,21,1,47,3,0
2015-07-14,16,3,18,0,1
2015-07-14,16,2,41,0,0
2015-07-15,7,1,69,0,1
2015-07-15,9,2,64,0,0
2015-07-15,14,2,39,0,0
2015-07-16,11,2,40,0,1
2015-07-16,21,2,58,0,0
2015-07-17,11,2,45,0,0
2015-07-17,12,2,55,0,0
2015-07-17,15,2,28,0,0
2015-07-17,17,2,54,0,0
2015-07-18,11,2,75,0,0
2015-07-18,16,2,42,3,0
2015-07-20,6,1,53,0,0
2015-07-20,6,1,69,0,0
2015-07-22,10,2,59,0,1
2015-07-23,5,2,30,0,1
2015-07-23,21,1,66,0,1
2015-07-24,15,1,50,0,1
2015-07-24,15,2,28,0,0
2015-07-25,14,2,22,0,0
2015-07-25,15,2,30,0,0
2015-07-26,12,2,20,0,0
2015-07-26,16,2,25,0,1
2015-07-27,22,1,51,0,0
2015-07-30,10,2,65,0,0
2015-07-30,17,2,70,0,1
2015-07-30,23,2,20,0,0
2015-07-31,13,2,58,0,1
2015-08-01,4,2,29,0,0
2015-08-01,16,2,46,0,0
2015-08-02,17,2,37,0,1
2015-08-03,6,1,28,0,1
2015-08-03,12,2,26,0,1
2015-08-04,16,2,22,0,0
2015-08-04,16,2,22,0,0
2015-08-05,17,2,48,0,0
2015-08-07,13,2,64,0,0
2015-08-08,15,2,49,0,1
2015-08-08,15,2,69,0,1
2015-08-08,17,1,34,3,0
2015-08-08,18,1,23,0,1
2015-08-10,7,2,26,0,1
2015-08-10,16,2,63,0,0
2015-08-12,7,1,44,0,0
2015-08-13,15,2,70,0,1
2015-08-14,17,2,40,0,1
2015-08-14,21,1,28,0,0
2015-08-14,23,1,52,0,1
2015-08-15,3,1,54,0,0
2015-08-16,10,2,36,0,1
2015-08-16,10,2,56,0,0
2015-08-17,1,1,44,3,0
2015-08-17,14,1,17,3,1
2015-08-17,20,1,27,0,1
2015-08-18,13,1,53,0,0
2015-08-18,16,2,17,0,0
2015-08-18,17,1,71,0,0
2015-08-18,21,1,21,0,1
2015-08-21,13,2,57,0,0
2015-08-21,13,2,22,0,0
2015-08-22,15,1,31,0,0
2015-08-23,17,1,47,0,1
2015-08-23,17,1,18,0,0
2015-08-25,7,2,44,0,0
2015-08-25,7,2,50,0,0
2015-08-27,1,2,16,0,0
2015-08-27,20,2,43,0,0
2015-08-28,0,1,23,0,0
2015-08-28,9,2,31,0,1
2015-08-29,22,1,29,0,0
2015-08-30,13,3,20,0,0
2015-08-30,17,2,26,0,0
2015-08-30,23,2,21,0,0
2015-08-31,10,1,24,0,1
2015-08-31,17,2,30,3,0
2015-09-01,11,1,43,0,0
2015-09-01,20,2,44,0,0
2015-09-02,18,2,27,0,0
2015-09-03,19,2,30,0,0
2015-09-05,17,2,50,0,0
2015-09-06,16,2,19,0,0
2015-09-07,14,1,33,3,1
2015-09-08,13,2,28,0,0
2015-09-08,16,2,46,0,1
2015-09-08,16,2,35,0,0
2015-09-11,13,2,27,0,1
2015-09-12,23,1,41,0,0
2015-09-14,14,2,31,0,1
2015-09-14,15,3,70,0,0
2015-09-16,16,2,29,0,0
2015-09-17,7,2,32,0,1
2015-09-18,6,2,45,0,0
2015-09-18,8,2,48,0,0
2015-09-18,8,2,38,0,0
2015-09-18,12,2,52,0,0
2015-09-18,14,3,17,0,1
2015-09-19,10,2,50,0,1
2015-09-19,14,2,44,0,0
2015-09-21,8,2,40,0,0
2015-09-24,16,2,50,0,0
2015-09-26,10,2,64,0,1
2015-09-26,17,2,30,0,0
2015-09-27,14,2,62,0,0
2015-09-27,16,2,42,0,0
2015-09-28,9,1,30,0,0
2015-09-28,16,1,47,0,0
2015-09-30,7,2,36,0,1
2015-09-30,7,1,17,0,1
2015-09-30,14,2,35,0,0
2015-10-01,10,2,37,0,0
2015-10-01,16,2,48,0,0
2015-10-02,7,1,65,0,1
2015-10-02,7,2,55,0,1
2015-10-02,17,2,84,0,1
2015-10-02,21,3,91,0,0
2015-10-03,18,1,57,3,0
2015-10-04,12,2,16,0,0
2015-10-05,8,2,57,0,0
2015-10-05,15,2,62,0,0
2015-10-05,16,2,26,0,0
2015-10-05,21,1,20,3,1
2015-10-06,16,2,18,3,0
2015-10-06,16,2,37,0,0
2015-10-06,19,1,42,3,0
2015-10-07,16,2,16,0,0
2015-10-08,7,2,19,0,0
2015-10-09,8,2,35,0,0
2015-10-09,15,2,28,0,0
2015-10-12,18,2,26,0,0
2015-10-12,22,2,18,0,0
2015-10-13,11,2,61,0,0
2015-10-13,18,2,17,0,0
2015-10-14,14,2,58,0,1
2015-10-14,15,3,29,0,0
2015-10-14,16,2,18,0,0
2015-10-14,18,4,31,0,0
2015-10-15,4,1,37,0,0
2015-10-15,8,3,30,0,0
2015-10-15,8,1,70,0,0
2015-10-15,11,2,34,0,0
2015-10-15,18,3,25,0,0
2015-10-16,4,1,27,0,0
2015-10-16,6,1,57,0,0
2015-10-16,20,2,24,0,1
2015-10-17,6,2,24,0,0
2015-10-17,11,2,74,0,0
2015-10-19,13,1,56,0,1
2015-10-19,13,3,56,0,1
2015-10-19,17,1,20,0,0
2015-10-22,15,2,24,3,0
2015-10-25,18,2,17,0,1
2015-10-25,21,1,36,0,0
2015-10-25,21,1,57,0,1
2015-10-26,6,1,50,0,0
2015-10-27,8,2,21,0,0
2015-10-27,9,2,67,0,1
2015-10-28,18,2,23,0,0
2015-11-01,19,2,29,0,0
2015-11-02,7,2,19,0,1
2015-11-02,12,2,39,0,0
2015-11-02,17,2,78,0,0
2015-11-03,15,2,24,0,0
2015-11-04,17,2,42,3,0
2015-11-04,19,1,83,3,0
2015-11-05,0,1,46,5,1
2015-11-05,1,1,46,3,0
2015-11-05,13,2,23,0,0
2015-11-05,14,2,22,0,1
2015-11-05,16,1,53,0,0
2015-11-05,18,2,25,0,0
2015-11-06,15,2,27,3,0
2015-11-07,9,1,22,3,0
2015-11-08,11,2,21,0,1
2015-11-08,15,1,37,0,0
2015-11-10,11,2,62,0,0
2015-11-10,17,2,32,0,1
2015-11-11,7,1,72,3,0
2015-11-11,8,2,51,3,0
2015-11-11,16,2,40,0,1
2015-11-11,18,2,19,3,0
2015-11-12,0,1,32,0,0
2015-11-12,10,2,37,0,1
2015-11-13,16,2,40,0,1
2015-11-13,16,2,40,0,0
2015-11-13,16,2,60,0,0
2015-11-13,17,2,43,0,1
2015-11-15,6,1,24,0,1
2015-11-16,16,2,19,3,0
2015-11-17,1,2,25,6,0
2015-11-17,11,2,32,7,0
2015-11-18,3,1,60,0,0
2015-11-18,6,1,29,6,1
2015-11-18,7,1,44,0,0
2015-11-18,21,2,23,0,0
2015-11-19,15,2,29,0,0
2015-11-20,14,1,22,6,0
2015-11-20,14,2,19,6,0
2015-11-20,18,2,18,3,1
2015-11-20,21,1,23,7,1
2015-11-20,22,2,21,0,0
2015-11-21,9,2,27,0,1
2015-11-21,17,1,41,0,0
2015-11-22,18,1,68,0,0
2015-11-23,8,2,36,0,0
2015-11-24,19,2,25,0,0
2015-11-25,9,2,63,0,0
2015-11-26,8,2,28,3,0
2015-11-26,15,1,47,7,0
2015-11-26,18,1,70,7,0
2015-11-26,20,2,21,7,0
2015-11-27,10,2,42,3,0
2015-11-28,15,2,18,0,0
2015-11-28,17,2,76,3,0
2015-11-29,18,2,36,3,0
2015-11-29,21,1,31,3,0
2015-11-30,6,2,44,5,1
2015-11-30,20,1,59,3,0
2015-12-01,2,1,29,6,0
2015-12-02,20,2,67,0,1
2015-12-03,15,3,16,0,0
2015-12-03,17,2,58,0,0
2015-12-04,11,1,76,0,0
2015-12-04,12,1,25,0,0
2015-12-04,20,2,39,0,0
2015-12-05,6,1,21,0,0
2015-12-05,8,2,54,0,0
2015-12-05,8,2,32,0,0
2015-12-05,11,1,59,0,0
2015-12-05,11,1,27,0,0
2015-12-06,10,2,63,0,0
2015-12-06,15,2,28,0,0
2015-12-06,17,2,46,3,0
2015-12-06,21,2,29,0,0
2015-12-07,13,2,22,0,1
2015-12-08,9,2,32,3,0
2015-12-08,16,2,49,0,0
2015-12-08,17,2,29,0,0
2015-12-08,18,4,20,0,0
2015-12-09,12,1,24,0,0
2015-12-09,21,2,23,0,0
2015-12-12,7,1,24,6,0
2015-12-12,9,1,24,7,0
2015-12-12,10,1,43,6,1
2015-12-12,12,2,22,6,0
2015-12-12,13,1,28,3,0
2015-12-12,17,2,29,3,1
2015-12-13,15,3,19,0,0
2015-12-14,15,2,36,0,0
2015-12-14,16,2,20,3,0
2015-12-15,13,1,23,0,0
2015-12-15,14,1,29,3,1
2015-12-16,7,2,31,3,1
2015-12-16,17,2,49,6,0
2015-12-17,11,2,55,3,1
2015-12-17,18,2,23,0,1
2015-12-18,8,3,27,4,1
2015-12-18,14,2,19,0,0
2015-12-18,14,3,19,0,0
2015-12-18,15,2,21,0,0
2015-12-20,8,2,66,0,1
2015-12-20,18,2,38,0,1
2015-12-22,8,2,39,0,0
2015-12-23,9,2,21,3,0
2015-12-23,12,2,70,3,0
2015-12-23,19,1,51,0,0
2015-12-25,12,1,19,3,1
2015-12-25,19,2,33,6,1
2015-12-27,13,2,71,3,0
2015-12-27,13,2,26,3,0
2015-12-27,13,2,24,0,1
2015-12-27,14,2,48,0,0
2015-12-27,15,2,23,0,0
2015-12-27,16,2,27,0,0
2015-12-28,8,2,38,3,1
2015-12-29,21,2,21,0,0
2015-12-30,6,1,57,3,0
2015-12-30,10,2,33,0,0
2015-12-31,22,1,24,0,0
2016-01-02,7,2,25,0,0
2016-01-02,8,1,68,0,0
2016-01-03,7,2,18,4,0
2016-01-03,17,2,24,0,1
2016-01-04,12,1,21,0,0
2016-01-04,15,2,23,0,0
2016-01-04,17,1,36,3,1
2016-01-04,19,2,21,0,1
2016-01-04,22,2,80,0,0
2016-01-06,15,2,34,0,0
2016-01-07,6,2,42,0,1
2016-01-07,17,2,65,0,0
2016-01-08,19,1,17,0,0
2016-01-09,10,2,26,0,0
2016-01-10,18,2,65,0,1
2016-01-10,22,1,24,0,1
2016-01-12,6,1,24,0,0
2016-01-12,12,2,55,0,0
2016-01-12,16,2,57,0,0
2016-01-13,1,1,31,0,0
2016-01-13,14,3,67,0,0
2016-01-14,13,1,62,0,0
2016-01-14,20,2,52,3,0
2016-01-15,17,3,74,0,0
2016-01-15,19,2,27,0,1
2016-01-15,23,1,27,6,0
2016-01-16,11,2,25,0,0
2016-01-16,14,1,74,0,0
2016-01-17,17,2,49,0,0
2016-01-17,20,1,23,0,0
2016-01-18,7,5,42,0,0
2016-01-18,10,3,25,0,0
2016-01-20,16,1,48,6,1
2016-01-20,17,2,18,0,0
2016-01-21,16,2,23,0,0
2016-01-22,17,4,32,0,0
2016-01-23,9,2,46,0,0
2016-01-23,16,2,43,0,0
2016-01-24,8,2,50,0,0
2016-01-25,15,2,25,0,0
2016-01-27,14,2,23,0,0
2016-01-27,16,2,47,0,0
2016-01-29,17,2,28,0,0
2016-01-29,19,2,22,0,0
2016-01-30,9,1,31,7,1
2016-01-30,12,1,33,0,1
2016-01-30,22,1,29,6,1
2016-01-31,15,2,26,6,0
2016-01-31,15,2,48,0,0
2016-01-31,19,3,55,6,0
2016-01-31,21,2,27,6,0
2016-02-01,7,2,70,3,0
2016-02-01,8,1,29,3,0
2016-02-01,9,1,24,6,1
2016-02-01,11,1,21,6,0
2016-02-01,12,1,22,6,0
2016-02-01,12,2,33,3,1
2016-02-01,15,1,62,7,0
2016-02-01,16,1,33,7,1
2016-02-01,21,2,34,6,0
2016-02-03,17,1,30,6,0
2016-02-04,12,2,64,0,0
2016-02-04,19,2,29,0,1
2016-02-06,14,2,20,0,0
2016-02-06,20,2,22,0,0
2016-02-07,11,2,31,0,0
2016-02-07,14,3,23,0,1
2016-02-08,16,1,93,0,1
2016-02-10,11,4,27,0,0
2016-02-10,17,2,45,0,1
2016-02-12,16,2,53,0,0
2016-02-12,23,1,26,0,0
2016-02-15,14,2,33,0,0
2016-02-15,15,1,23,0,0
2016-02-15,18,2,64,0,0
2016-02-16,1,1,32,0,0
2016-02-16,16,2,19,0,1
2016-02-18,13,2,27,0,0
2016-02-20,8,2,20,0,0
2016-02-20,9,3,28,0,0
2016-02-20,10,2,20,0,1
2016-02-20,15,3,27,0,0
2016-02-23,0,1,27,5,0
2016-02-24,17,1,27,0,0
2016-02-25,9,2,46,0,0
2016-02-27,15,2,50,0,1
2016-02-28,16,1,52,0,1
2016-02-28,18,2,19,0,0
2016-02-29,8,2,29,0,0
2016-02-29,15,2,41,0,0
2016-03-03,21,2,36,0,1
2016-03-04,15,2,39,0,1
2016-03-05,17,1,58,0,1
2016-03-06,10,1,26,0,0
2016-03-07,13,2,30,0,0
2016-03-07,19,1,24,0,0
2016-03-08,16,1,34,0,1
2016-03-08,19,2,24,0,1
2016-03-09,8,1,68,3,1
2016-03-09,9,1,28,3,1
2016-03-09,16,1,28,0,0
2016-03-11,4,1,18,0,1
2016-03-11,5,3,17,0,0
2016-03-11,7,2,83,0,0
2016-03-11,17,2,26,0,0
2016-03-14,7,2,30,0,0
2016-03-14,21,1,50,3,0
2016-03-15,3,1,29,3,0
2016-03-15,23,1,55,0,0
2016-03-17,12,2,21,0,0
2016-03-18,0,1,34,6,0
2016-03-18,12,4,57,3,0
2016-03-18,12,2,61,3,0
2016-03-18,13,2,54,3,1
2016-03-18,14,2,29,3,1
2016-03-18,15,2,18,3,0
2016-03-18,15,2,51,3,0
2016-03-18,15,2,36,3,0
2016-03-19,6,1,52,6,1
2016-03-19,16,2,54,0,1
2016-03-21,23,1,27,0,0
2016-03-22,9,2,27,0,1
2016-03-22,18,1,19,0,0
2016-03-23,8,1,56,5,0
2016-03-23,10,2,54,3,0
2016-03-23,12,2,50,6,0
2016-03-24,10,2,60,5,0
2016-03-24,11,1,64,5,1
2016-03-24,13,2,27,5,0
2016-03-26,0,1,18,0,0
2016-03-26,2,1,25,0,0
2016-03-26,7,2,28,6,0
2016-03-26,18,2,27,3,0
2016-03-26,20,2,30,0,0
2016-03-27,7,1,22,3,0
2016-03-27,8,2,34,3,0
2016-03-27,15,2,18,0,1
2016-03-27,17,1,63,0,0
2016-04-01,17,2,37,0,0
2016-04-06,14,3,81,0,0
2016-04-08,20,1,24,0,0
2016-04-09,14,3,36,0,1
2016-04-10,13,2,39,0,0
2016-04-11,7,1,23,0,0
2016-04-11,8,2,48,0,1
2016-04-13,14,2,22,0,0
2016-04-14,13,2,30,0,0
2016-04-14,19,2,67,0,0
2016-04-14,21,2,40,0,1
2016-04-15,18,1,69,0,0
2016-04-16,3,1,22,3,0
2016-04-16,7,2,20,7,0
2016-04-16,9,1,34,3,0
2016-04-16,17,2,31,7,0
2016-04-16,17,1,31,7,0
2016-04-16,20,1,55,3,0
2016-04-16,21,1,20,7,0
2016-04-17,2,2,35,3,0
2016-04-17,7,1,53,5,1
2016-04-19,23,1,48,0,0
2016-04-22,8,1,28,0,0
2016-04-22,15,2,40,0,0
2016-04-24,13,2,52,0,0
2016-04-26,6,1,18,0,0
2016-04-26,11,2,32,0,0
2016-04-26,17,3,27,3,0
2016-04-27,18,2,28,0,1
2016-04-28,17,2,18,3,1
2016-04-30,7,3,46,6,0
2016-04-30,20,1,44,0,0
2016-04-30,20,1,39,7,0
2016-05-03,17,2,23,0,0
2016-05-04,7,1,29,0,1
2016-05-04,18,2,56,0,0
2016-05-05,12,2,34,0,1
2016-05-05,16,2,54,0,1
2016-05-05,18,2,47,0,1
2016-05-06,7,2,22,0,0
2016-05-08,10,1,49,0,0
2016-05-08,14,1,16,0,1
2016-05-09,8,2,36,0,0
2016-05-11,7,2,40,0,1
2016-05-11,18,1,25,0,0
2016-05-12,13,3,22,0,0
2016-05-12,15,2,26,0,1
2016-05-13,10,1,32,0,0
2016-05-13,14,3,34,0,1
2016-05-14,22,1,23,0,0
2016-05-15,20,1,20,0,0
2016-05-16,12,1,23,3,0
2016-05-16,14,2,50,3,0
2016-05-17,2,2,40,3,0
2016-05-17,8,2,61,3,0
2016-05-19,16,2,75,0,0
2016-05-20,2,1,26,0,0
2016-05-20,8,2,47,0,1
2016-05-21,5,1,18,0,0
2016-05-21,15,2,64,0,0
2016-05-23,0,1,60,0,1
2016-05-31,18,3,32,3,1
2016-06-01,6,2,54,0,0
2016-06-01,8,2,86,0,1
2016-06-01,18,2,31,0,1
2016-06-02,17,2,34,0,0
2016-06-02,23,1,24,0,0
2016-06-03,16,1,64,0,0
2016-06-03,17,1,61,0,0
2016-06-05,16,3,37,0,0
2016-06-05,19,1,23,0,1
2016-06-07,16,4,41,0,0
2016-06-08,9,1,28,0,0
2016-06-08,18,2,22,0,0
2016-06-09,19,2,29,0,1
2016-06-12,13,2,89,0,0
2016-06-13,14,2,29,3,1
2016-06-14,20,1,50,0,1
2016-06-16,6,2,25,0,0
2016-06-16,18,2,34,0,1
2016-06-17,21,1,20,0,1
2016-06-18,3,1,28,0,0
2016-06-18,4,1,54,0,1
2016-06-18,10,1,55,0,0
2016-06-18,15,3,27,0,0
2016-06-19,0,2,54,0,0
2016-06-20,14,1,20,3,0
2016-06-22,16,2,35,0,0
2016-06-23,18,2,19,0,0
2016-06-25,13,1,45,0,0
2016-06-25,18,1,26,0,0
2016-06-25,20,2,43,0,0
2016-06-26,4,2,55,0,0
2016-06-28,15,1,38,0,0
2016-06-30,12,2,51,0,0
2016-07-01,12,2,22,0,1
2016-07-02,16,2,28,0,0
2016-07-04,7,1,27,0,0
2016-07-04,8,3,26,0,0
2016-07-04,14,2,17,0,1
2016-07-04,19,2,19,3,1
2016-07-05,12,3,55,0,0
2016-07-05,15,2,20,0,0
2016-07-06,7,2,49,3,0
2016-07-09,19,2,65,0,0
2016-07-09,22,2,19,0,0
2016-07-10,17,2,23,0,1
2016-07-11,17,2,31,0,0
2016-07-11,19,1,58,0,1
2016-07-12,6,2,77,0,0
2016-07-14,18,2,49,0,0
2016-07-15,18,2,68,0,1
2016-07-15,19,2,46,0,0
2016-07-16,13,1,20,0,1
2016-07-16,14,2,52,0,0
2016-07-17,17,2,52,0,1
2016-07-17,22,1,28,0,0
2016-07-19,14,2,19,0,0
2016-07-20,2,1,33,0,0
2016-07-20,10,2,60,0,0
2016-07-21,7,2,16,0,0
2016-07-21,16,2,59,0,0
2016-07-22,14,2,58,0,0
2016-07-23,15,3,40,0,0
2016-07-25,1,1,26,0,0
2016-07-25,10,1,58,0,0
2016-07-25,17,2,32,0,0
2016-07-27,9,2,51,0,0
2016-07-28,14,2,59,0,0
2016-07-29,12,2,68,0,0
2016-07-29,13,2,54,0,1
2016-07-30,3,1,23,0,0
2016-07-30,12,1,67,0,0
2016-07-30,16,3,25,0,0
2016-07-30,20,1,40,0,0
2016-07-31,0,2,28,0,0
2016-07-31,8,1,31,0,1
2016-07-31,11,1,44,0,1
2016-07-31,18,2,34,0,1
2016-08-02,14,1,41,0,0
2016-08-03,12,2,29,0,0
2016-08-03,20,2,18,0,0
2016-08-04,12,2,29,0,0
2016-08-04,14,2,56,0,0
2016-08-04,18,1,19,3,1
2016-08-05,11,2,19,0,1
2016-08-07,0,2,19,0,0
2016-08-07,11,2,18,0,0
2016-08-08,4,1,22,0,1
2016-08-11,21,1,27,0,0
2016-08-13,10,2,70,0,0
2016-08-15,5,1,20,0,1
2016-08-15,6,2,67,0,0
2016-08-15,7,2,32,0,0
2016-08-15,12,1,19,0,0
2016-08-15,16,2,30,0,0
2016-08-15,17,1,45,0,0
2016-08-16,6,1,23,0,0
2016-08-17,10,1,23,0,1
2016-08-17,13,1,68,0,0
2016-08-18,2,1,46,0,1
2016-08-19,10,2,16,0,1
2016-08-19,16,2,59,0,1
2016-08-21,2,1,31,0,0
2016-08-21,11,2,21,0,0
2016-08-22,23,2,23,0,0
2016-08-26,12,2,60,3,0
2016-08-26,16,2,36,3,0
2016-08-27,19,1,22,0,0
2016-08-28,10,3,19,0,0
2016-08-28,16,2,26,0,0
2016-08-30,23,2,18,0,0
2016-08-31,7,3,58,0,1
2016-09-01,14,1,66,0,0
2016-09-02,9,2,52,3,1
2016-09-02,20,3,18,0,0
2016-09-03,6,1,53,0,0
2016-09-03,13,3,58,0,0
2016-09-03,13,2,28,0,1
2016-09-03,23,1,22,0,0
2016-09-04,8,1,44,0,1
2016-09-04,19,2,29,0,0
2016-09-05,9,3,36,0,1
2016-09-06,20,2,25,0,0
2016-09-08,14,1,46,0,0
2016-09-09,13,2,76,0,0
2016-09-11,12,2,44,0,0
2016-09-11,15,1,50,0,0
2016-09-13,10,3,41,0,0
2016-09-15,10,2,53,0,1
2016-09-15,21,1,49,0,0
2016-09-16,16,2,28,0,0
2016-09-16,16,2,23,0,1
2016-09-16,16,2,27,0,1
2016-09-18,22,1,35,0,1
2016-09-20,13,2,20,0,1
2016-09-21,13,2,54,0,1
2016-09-22,20,2,49,0,0
2016-09-23,15,2,51,0,0
2016-09-24,3,1,50,0,1
2016-09-24,18,1,57,0,0
2016-09-25,8,2,27,0,1
2016-09-25,15,2,47,0,0
2016-09-29,21,2,28,0,1
2016-10-02,22,1,65,0,0
2016-10-03,16,1,55,0,1
2016-10-03,18,2,24,0,1
2016-10-04,11,2,29,0,0
2016-10-04,16,2,29,0,0
2016-10-04,17,2,66,0,1
2016-10-05,7,2,23,0,0
2016-10-05,15,3,44,0,0
2016-10-05,15,2,55,0,1
2016-10-13,17,2,52,0,0
2016-10-13,17,1,27,0,0
2016-10-13,17,2,41,0,0
2016-10-13,19,2,70,0,0
2016-10-14,20,2,29,0,1
2016-10-17,6,4,21,0,1
2016-10-19,8,2,18,0,0
2016-10-19,11,2,61,0,0
2016-10-19,13,2,71,0,1
2016-10-21,10,1,23,0,0
2016-10-22,16,1,46,0,0
2016-10-22,17,2,42,0,0
2016-10-23,10,1,17,0,0
2016-10-23,19,1,19,0,0
2016-10-24,12,1,69,0,0
2016-10-24,21,2,55,0,0
2016-10-25,1,1,25,0,0
2016-10-26,4,1,44,0,0
2016-10-28,16,3,53,0,0
2016-10-29,13,3,62,0,0
2016-10-29,18,1,38,0,0
2016-10-29,19,1,68,0,1
2016-10-31,13,2,61,0,0
2016-10-31,16,2,33,0,0
2016-10-31,19,2,32,0,0
2016-11-01,12,1,46,0,0
2016-11-02,17,2,27,0,1
2016-11-03,17,1,16,0,1
2016-11-05,9,2,29,0,1
2016-11-06,20,1,19,0,0
2016-11-09,17,2,46,0,1
2016-11-10,7,1,34,0,1
2016-11-10,12,2,57,0,0
2016-11-10,16,2,17,0,0
2016-11-11,23,2,22,0,0
2016-11-13,18,2,28,0,0
2016-11-13,23,1,24,0,0
2016-11-14,4,1,29,0,0
2016-11-14,10,2,46,0,0
2016-11-16,10,1,18,0,0
2016-11-16,11,2,27,0,0
2016-11-16,17,2,26,0,1
2016-11-17,16,2,28,6,0
2016-11-18,6,1,49,3,0
2016-11-18,8,1,37,6,0
2016-11-18,8,1,23,3,0
2016-11-18,10,1,50,3,0
2016-11-18,11,2,47,3,0
2016-11-18,17,1,26,3,0
2016-11-19,6,1,23,3,0
2016-11-19,17,2,67,0,0
2016-11-20,16,2,27,0,1
2016-11-21,0,1,33,3,0
2016-11-21,6,1,70,0,0
2016-11-22,7,1,17,5,0
2016-11-23,5,1,23,0,0
2016-11-24,23,1,32,0,0
2016-11-25,6,1,23,0,0
2016-11-26,11,1,30,0,0
2016-11-26,14,3,53,0,0
2016-11-27,7,1,26,8,0
2016-11-27,23,1,21,0,0
2016-11-28,5,1,67,0,0
2016-11-28,16,1,29,3,0
2016-11-28,17,2,21,0,1
2016-11-29,17,2,17,0,0
2016-12-01,0,2,57,0,0
2016-12-01,18,2,28,0,0
2016-12-02,16,3,48,0,1
2016-12-03,7,2,43,4,0
2016-12-03,7,2,53,4,0
2016-12-03,17,2,56,0,0
2016-12-03,20,1,27,0,0
2016-12-03,22,1,61,0,0
2016-12-05,12,2,61,0,0
2016-12-06,21,2,27,6,0
2016-12-07,7,2,28,7,0
2016-12-07,10,2,25,0,0
2016-12-07,10,1,59,0,1
2016-12-07,12,1,74,3,1
2016-12-07,13,2,55,3,0
2016-12-11,8,2,52,6,1
2016-12-11,8,1,28,3,0
2016-12-11,10,1,27,5,1
2016-12-12,18,2,34,0,1
2016-12-14,8,2,25,6,0
2016-12-14,14,2,27,0,0
2016-12-16,22,2,20,6,0
2016-12-17,15,5,31,3,0
2016-12-17,16,2,56,6,1
2016-12-18,0,1,45,0,0
2016-12-19,16,2,22,0,1
2016-12-19,20,1,62,6,0
2016-12-19,22,1,74,6,0
2016-12-20,3,1,19,3,0
2016-12-20,4,1,61,3,0
2016-12-20,4,1,29,3,0
2016-12-20,10,1,59,0,0
2016-12-20,15,2,48,0,0
2016-12-20,16,3,61,0,0
2016-12-21,13,1,41,0,1
2016-12-21,18,1,59,0,0
2016-12-22,10,2,40,0,0
2016-12-22,11,2,28,0,0
2016-12-24,0,1,34,0,0
2016-12-24,22,1,37,0,0
2016-12-25,12,1,46,0,0
2016-12-26,10,1,32,3,0
2016-12-26,11,1,41,0,0
2016-12-26,11,1,41,0,0
2016-12-26,11,2,46,6,0
2016-12-27,10,2,36,0,1
2016-12-27,10,3,37,0,0
2016-12-30,11,2,27,0,0
2016-12-30,12,2,29,0,1
2016-12-30,14,2,51,0,0
2016-12-30,15,2,63,0,0
2016-12-30,15,3,27,0,0
2016-12-31,3,1,26,0,0
2016-12-31,4,2,23,0,0
2017-01-01,0,2,24,0,0
2017-01-01,17,2,22,0,1
2017-01-02,9,2,37,0,1
2017-01-02,12,1,79,0,0
2017-01-02,18,2,47,0,0
2017-01-02,20,2,18,4,0
2017-01-04,15,1,17,3,0
2017-01-05,6,1,30,6,0
2017-01-05,8,2,35,6,0
2017-01-05,16,1,23,3,1
2017-01-05,20,2,21,3,0
2017-01-06,10,2,37,6,0
2017-01-06,13,2,19,4,1
2017-01-08,10,2,23,0,1
2017-01-09,0,1,64,0,0
2017-01-11,3,1,31,8,0
2017-01-11,14,1,53,3,0
2017-01-12,16,1,29,0,0
2017-01-12,21,1,27,0,0
2017-01-13,9,1,39,0,1
2017-01-13,18,2,46,0,0
2017-01-14,9,2,33,0,0
2017-01-14,15,2,28,0,0
2017-01-14,23,1,36,0,1
2017-01-15,17,1,30,3,0
2017-01-16,5,1,28,6,0
2017-01-16,6,2,20,3,0
2017-01-17,16,3,57,0,0
2017-01-17,17,2,42,0,1
2017-01-17,19,2,25,3,0
2017-01-18,15,2,55,0,0
2017-01-18,17,3,56,0,0
2017-01-19,10,2,39,0,0
2017-01-19,17,2,45,0,0
2017-01-21,5,1,28,0,0
2017-01-21,10,2,32,0,0
2017-01-24,16,3,30,0,0
2017-01-24,19,1,28,3,0
2017-01-27,17,2,36,0,0
2017-01-27,18,1,35,0,0
2017-01-28,14,2,25,0,0
2017-01-29,13,1,18,0,0
2017-02-01,0,2,52,0,0
